clean_comment,sentiment,rate
chất lượng sản phẩm tuyệt vời rất đáng tiền thời gian giao hàng rất nhanh,POSITIVE,5
hết cherry nên cửa hàng gọi bảo mình đổi mẫu chứ không tự giao mẫu khác chọn chuyển qua dưa hấu,NEUTRAL,3
sản phẩm tốt phù hợp với giá tiền,POSITIVE,5
len chất hơi cứng chút nhưng vẫn mặc ổn,NEUTRAL,3
kiểu dáng đúng mô tả tuy nhiên quá mềm không có độ cứng của khung túi nên kém sang,NEUTRAL,3
áo cực đẹp nhé vải không dày lắm đâu nên mình ngh vẫn mặc trong mùa hè được cơ mà lần sau em mua cửa hàng đừng gọi mẹ em nhé,POSITIVE,5
vải mỏng quá mỏng,NEGATIVE,2
chất thích mà size hơi nhỏ so với size bthg,NEGATIVE,2
hàng đẹp chất lượng,POSITIVE,5
sản phẩm không có hộp nhé,NEGATIVE,1
nhìn ưng lắm,POSITIVE,4
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời,POSITIVE,5
ưng lắm cửa hàng à,POSITIVE,5
chất lượng sản phẩm tốt thời gian giao hàng tạm được,NEUTRAL,3
còn về hàng thì ổn luôn,POSITIVE,5
chua thử nhưng thấy chất rất đẹp,POSITIVE,5
yến sam,NEUTRAL,3
xấu quắc kg giống hình cảm thấy khó chịu,NEGATIVE,1
in mà mở hộp ra có mỗi len thiếu mất len macro,NEGATIVE,2
chất lượng sản phẩm rất kém không co dich vụ la sao chất lượng sản phẩm tốt,POSITIVE,5
hộp hơi trầy nhưng hàng đóng gói không,NEUTRAL,3
dat xám gjao xah thất vọg về sản phẩm,NEGATIVE,2
sản phẩm tốt giá rẻ,POSITIVE,4
nhưng good,POSITIVE,4
thất vọng kinh khủng,NEGATIVE,1
vậy là ổn so với giá tiền rồi,POSITIVE,5
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh rất đáng tiền,POSITIVE,5
hàng đẹp đúng hình,POSITIVE,4
đóng gói sản phẩm rất chắc chắn thời gian giao hàng rất nhanh,POSITIVE,5
chất lượng sản phẩm không được tốt bằng sản phẩm mình mua trực tiếp ở các cửa hàng,NEGATIVE,1
cảm ơn cửa hàng,POSITIVE,5
form không đẹp không định hình tốt vòng,NEGATIVE,1
ống tay hơi nhỏ,NEGATIVE,2
được cửa hàng lì xì nữa,POSITIVE,5
sản phẩm chất lượng quá tệ,NEGATIVE,1
cửa hàng giao hàng nhanh còn phục vụ nhiệt tình nữa,POSITIVE,5
biết đẹp thế mình mua thêm cái màu đỏ nữa,POSITIVE,5
chỉ bung hết ra,NEGATIVE,2
sao nhé,POSITIVE,5
tiếc rằng hết màu thích không thì sẽ lấy thêm,NEUTRAL,3
cửa hàng chăm sóc khách hàng rất chu đáo,POSITIVE,5
chất lượng sản phẩm đươ pha chi co ma rêu,POSITIVE,4
tất cả đều ổn,POSITIVE,4
áo đẹp,POSITIVE,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh con được cửa hàng tang qua nua,POSITIVE,5
chiều rộng giữa chân hơi ngắn khi ngồi sau trên xe máy thấy hơi khó chịu,NEGATIVE,2
tuyệt vời ạ huhu sẽ còn ủng hộ cửa hàng dài dài,POSITIVE,5
sản phẩm chất lượng,POSITIVE,4
sản phẩm rất là chất lượng đóng goid rất là đẹp gọn gàng nên mua hàng ở đây rất uy tín,POSITIVE,5
chất lượng sản phẩm quá tệ,NEGATIVE,1
chất lượng sản phẩm tạm được hơi chật mik 45 kg thấy hơi chật cổ bị rộng,NEGATIVE,2
dùng rất ổn chỉ không biết dùng liệu có lâu được không thôi hì,NEUTRAL,3
potay,NEUTRAL,3
size áo nam nên nữ sẽ mặc hơi rộng trừ điểm đó ra tất cả đều rất hài lòng,POSITIVE,4
chất lượng sản phẩm tốt tuyệt vời,POSITIVE,5
chất vải rất mỏng màu người xấu không không đẹp không đẹp như hình,NEGATIVE,2
hình chuẩn đẹp chất lượng sản phẩm tuyệt vời,POSITIVE,5
áo rất đẹp anh chị cửa hàng rất nhiệt tình đóng gói rất đẹp cảm ơn anh chị cửa hàng,POSITIVE,5
hàng hình thời gian giao hàng nhanh vải mỏng,POSITIVE,4
nhìn chung tạm ổn,NEUTRAL,3
ống tay xấu,NEGATIVE,1
áo mỏng hơn so với mình ngh nhưng vẫn ổn,NEUTRAL,3
thời gian giao hàng rất nhanh vải đẹp,NEUTRAL,3
foem dáng không giống mẫu mặc may nhái lại thôi ạ chât vải được,NEUTRAL,3
áo đẹp ổn,POSITIVE,5
cho,POSITIVE,5
áo rất đẹp thời gian giao hàng rất nhanh,POSITIVE,5
áo đẹp giá rẻ,POSITIVE,4
nói chung mình thấy ổn,POSITIVE,5
áo chất đẹp thích hợp đi chơi giao hành nhanh nv tư vấn nhiệt tình,POSITIVE,5
phù hợp giá tiền,POSITIVE,5
sản phẩm không giống hình lắm mặc lần dạn hết đường chỉ,NEGATIVE,2
cửa hàng phục vụ rất tốt rất đáng tiền,POSITIVE,5
em thích lắm,POSITIVE,4
giống hình đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh,POSITIVE,5
người cùng hãng giày nay co cửa hàng ban co 79k nen cac bạn tim hieu kỹ khi đặt hàng,NEUTRAL,3
chất thì được mà form không chuẩn size xl ghi 53 68kg mà 55kg mặc thấy không được thoải mái 2c màu ghi thì chật không mặc được,NEGATIVE,2
đóng gói còn tốt nữa,POSITIVE,5
vận chuyển siêu nhanh,POSITIVE,5
chất liệu vải không co giãn,NEGATIVE,1
éo ra,NEGATIVE,1
nắp túi bị lệch,NEGATIVE,1
mình nhận được cái túi nó móp méo,NEUTRAL,3
áo nhỏ quá,NEGATIVE,2
áo vải rất đẹp,POSITIVE,5
hàng đẹp chủ cửa hàng nhiệt tình,POSITIVE,5
chúc cửa hàng càng ngày càng đắt hàng,POSITIVE,5
chất lượng sản phẩm tuyệt vời phọt hơi rộng nhưng vãi mềm rất đáng tiền,POSITIVE,4
không giao vẫn tính tiền,NEGATIVE,1
ủng hộ cửa hàng 5sao,POSITIVE,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh,POSITIVE,5
vì giá rẻ,NEUTRAL,3
giao sai size quân nhưng liên hệ với cửa hàng không bắt máy,NEGATIVE,1
địu chắc chắn thoáng đỡ mỏi tay nhất là các bé đòi bế rong thì có địu nhàn hơn hẳn,POSITIVE,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh,POSITIVE,5
giao hàng nhanh áo xinh như hình mỗi tội hơi mỏng xíu,POSITIVE,4
được chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn,POSITIVE,5
mặc rất thích,POSITIVE,5
giá cả chấp nhận được thời gian giao hàng rất nhanh,POSITIVE,5
sẽ ủng hộ cửa hàng dài dài,POSITIVE,5
áo dày dặn và đẹp giống hình,POSITIVE,5
chúc luôn đắt hàng,POSITIVE,5
quần cực kì đẹp,POSITIVE,5
cung tam được,NEUTRAL,3
vải ổn nhưng hơi nhỏ không hài lòng việc đã nhắn cửa hàng không ghi rõ thông tin ngoài bao bì nhưng vẫn không thực hiện thiếu lưu ý việc tê nhị,NEUTRAL,3
phơi nắng rồi mà không thấy sáng,NEGATIVE,1
mình thấy rất êm chân,POSITIVE,5
thái độ phục vụ ổn,POSITIVE,5
mình mặc vào nhìn như cái váy chống nắng ý,NEGATIVE,2
nói chung thất vọng về sản phẩm,NEGATIVE,2
màu hơi tối hơn so với ảnh sản phẩm,NEGATIVE,2
sản phẩm chất lượng ngon giá rẻ hơn các chỗ khác,POSITIVE,4
quần người ổn đẹp,POSITIVE,4
chất lượng sản phẩm tuyệt vời rất ổn pin ổn nên mua nhé mọi người 5sao,POSITIVE,5
phí tiền,NEGATIVE,1
vải mỏng và hơi ngắn thời gian giao hàng tạm được,NEGATIVE,2
về giặt túi là vứt luôn,NEGATIVE,1
hàg hình,POSITIVE,5
đặt3 giao làm ăn vậy lun,NEGATIVE,1
dây yếm hơi dài và có chỗ bị sứt chỉ,NEGATIVE,1
hàng đẹp gía rẻ sẽ tiếp tục ủng hộ,POSITIVE,5
vừa với giá tiền,POSITIVE,5
chứ vậy sẽ mất uy tín lắm,NEGATIVE,2
vải hơi mỏng nhưng mùa hè mặc mát màu không giống hình lắm nhưng người đẹp,NEUTRAL,3
chất lượng sản phẩm tốt đóng gói sản phẩm chắc chắn,POSITIVE,5
quá hụt hững vì cuộn nilon nhỏ và dài cỡ ngón tay,NEGATIVE,1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt,POSITIVE,5
hàng dễ thương lắm đáng yêu cực đáng đồng tiền bỏ ra,POSITIVE,5
hàng bỏ đi chưa mặc đã thủng,NEGATIVE,1
vải dom áo không giống trong hjnh giả tạo xấu xí,NEGATIVE,1
giày đẹp trog tầm giá,POSITIVE,4
quá đẹp so với giá chị chủ dễ thương tặng chị cái ảnh,POSITIVE,5
hàng mẫu,POSITIVE,5
mua size giao size mác thì size mác ở quần thì size bán hàng thế này là cố tình nhầm size mọi người xem sét trước khi mua cửa hàng này nhé,NEGATIVE,2
giao lâu áo phù hợp với giá,POSITIVE,4
so với trên ảnh thì nhìn thật màu có vẻ nhạt hơn xíu nhưng vẫn đẹp,POSITIVE,4
chất lượng sản phẩm tuyệt vời cửa hàng dễ thương phục vụ tốt,POSITIVE,5
cửa hàng nên xem lại cách đo size cho khách,NEUTRAL,3
cửa hàng phục vụ tạm được,NEUTRAL,3
áo dày và hịn lắm ạ chị chủ cửa hàng lại còn tư vấn nhiệt tình nữa,POSITIVE,5
áo không đẹp giống hình lại bị nhỏ mặc không vừa,NEGATIVE,1
chân váy đẹp chất vải tốt chưa biết có ra màu không mua hàng ở cửa hàng nhiều lần đều ưng ý hàng có hư hỏng gì cửa hàng người hỗ trợ hết mình thời gian giao hàng rất nhanh mất tầm ngày là có hàng,POSITIVE,5
chất liệu tạm hơi nhỏ,NEUTRAL,3
đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt,POSITIVE,5
rất thích,POSITIVE,5
đẹp lắm bạn nào không tin ib tớ cho xem ảnh là người tiêu dùng mua đồ hãy xem đánh giá trước,POSITIVE,5
màu sắc không như hình,NEGATIVE,2
sẽ ủng hộ cửa hàng liên tục,POSITIVE,5
đường chỉ may không chắc,NEGATIVE,1
hàng đẹp,POSITIVE,4
hàng đẹp đúng mẫu cảm ơn cửa hàng nhìu,POSITIVE,5
sẽ tiếp tục ủng hộ cửa hàng dài dài,POSITIVE,5
cách cửa hàng phục vụ rất nhiệt tình,POSITIVE,4
chất lượng kém,NEGATIVE,1
giống hình,POSITIVE,5
sản phẩm chất lượng hàng như hình soạn hàng nhanh gói hàng cẩn thận,POSITIVE,5
form đẹp,POSITIVE,5
nói chung là được cửa hàng à,POSITIVE,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phụ vụ rat chu đáo cảm ơn món quà nhỏ của cửa hàng,POSITIVE,5
đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh rất đáng tiền,POSITIVE,5
sản phẩm giống hình thời gian giao khá lâu nội thành hn mất hôm,NEUTRAL,3
cứ gần hết kẹo mút ghiền là ghé thăm cửa hàng sẵn ngay ngày 10 10 có được voucher 10 với chơi lắc xu mấy ngày người gần 18k mà mua 3sp kẹo mút được giảm 10 nữa chứ mà chỉ có bị cái cho nó tự động chọn bên vc không để ý tưởng sh 4h ai ngờ lại ghtk nên không được nhận trong ngày sản phẩm hsd nsx rất ổn cảm ơn cửa hàng,POSITIVE,4
hơi buồn cái này thôi còn lại thì ổn sao cho cửa hàng sau này rút kinh nghiệm bán đồ chơi con nít bọc nilong lại cho nó đỡ bám bụi,POSITIVE,4
chảo to nhưng mỏng và không phải vân đá mà là mạ nhé các bạn,NEUTRAL,3
phân loại hàng hơi rắc rối mình không mua được cái muốn mua,NEGATIVE,1
vải trước đẹp hơn,POSITIVE,4
mọi người nhớ mua nhiều ở cửa hàng hơn nhé,POSITIVE,4
đáng đồng tiền,POSITIVE,5
rộng phải tạ mới mặc vừa,NEUTRAL,3
tiền nào của nấy,NEUTRAL,3
chất lượng sản phẩm tốt thời gian giao hàng rất nhanh,POSITIVE,5
dáng xấu,NEGATIVE,2
rất hài lòng về quần lót bầu,POSITIVE,4
mặc lên dính sát vào người chứ không đứng áo như trong hình,NEGATIVE,2
áo đẹp dã man luôn cửa hàng tư vấn nhiệt tình,POSITIVE,4
giao hàng nhanh quần đẹp đáng so với tiền bỏ ra cửa hàng nhiệt tình yêu cửa hàng,POSITIVE,5
làm bánh cho không mà làm sai loại bánh vô làm lại thì bánh cháy,NEGATIVE,1
thời gian giao hàng nhanh sản phẩm không được như ý,POSITIVE,4
mình không bàn về chất lượng vải,NEUTRAL,3
cửa hàng giao thiếu ví này và mấy món khác người sai màu hơi nhiều,NEGATIVE,2
hàng quá đẹp so với giá thành,POSITIVE,5
hàng hình,POSITIVE,4
lạp xưởng ngon nhìn mỡ vậy mà khi chiên xong ăn không bị ngán giá đẹp,POSITIVE,5
giầy người khá đẹp,POSITIVE,5
hàng ảnh nhé,POSITIVE,5
thời gian giao hàng rất chậm,NEGATIVE,1
so với giá thì vầy là ổn quá rồi,POSITIVE,5
chất lượng kém vải cứng không mềm đường may ẩu dáng bị hẫng,NEGATIVE,2
vải mặc mát,POSITIVE,5
mặc rất thoải mái,POSITIVE,4
áo trắng chất lượng quá thấp còn bị bẩn nhiều nơi giặt không ra,NEGATIVE,1
chất vải đẹp,POSITIVE,5
tiền nào của nấy tất mới mua nhg bị rạn nhỏ,NEGATIVE,1
good value for money,POSITIVE,5
ngày nay chả flash gì người 33k chai,NEUTRAL,3
cug tam được vai cug kg dep lam,NEUTRAL,3
chúc cửa hàng đắt hàng,POSITIVE,5
né cửa hàng này ra nếu không mún bực bội,NEGATIVE,1
không giống ảnh lắm,NEGATIVE,1
quần chất mềm khá rẻ và ổn,POSITIVE,5
thời gian giao hàng rất nhanh rất đáng tiền rất đáng tiền,POSITIVE,5
màu tím vỏ ngoài mo hết chu,NEUTRAL,3
mặc rất đẹp đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền,POSITIVE,5
ao dep nhung form nho so voi bang kich thuoc nen mac không vua,NEUTRAL,3
áo thun chất vải mỏng mát không mỏng lắm đâu nhé ổn lắm,POSITIVE,5
minhk đã nhận được hàng,POSITIVE,4
đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh,POSITIVE,5
nhưng mỗi tội lạc đơn hàng phải đặt lần bù cửa hàng nhiệt tình nên xí xóa,POSITIVE,4
chất lượng sản phẩm tạm được đóng gói sản phẩm tạm được thời gian giao hàng tạm được giá cả chấp nhận được,NEUTRAL,3
mua về giặt cho hết mùi vải rồi lem tùm luôn,NEGATIVE,2
sản phẩm phù hợp với giá tiền,POSITIVE,5
chúc cửa hàng buôn bán thuận lợi và thành công,POSITIVE,5
chị chjr còn tặng cho dây buộc tóc nữa ngàn sao cho cửa hàng,POSITIVE,5
giấy dai,NEGATIVE,2
vải hơi mỏng hình đóng gói sản phẩm chắc chắn phù hợp giá tiền giao hang nhanh,POSITIVE,4
dáng áo đẹp hợp với giá tiền,POSITIVE,4
chất vải mỏng lét thun co giãn,NEGATIVE,2
giống 95 ảnh êm đẹp ưng,POSITIVE,4
ao dep,POSITIVE,4
chất lượng sản phẩm tốt giá cả chấp nhận được thời gian giao hàng nhanh,POSITIVE,5
áo đẹp hình luôn ạ,POSITIVE,5
áo đẹp lắm nhaa mọi người cứ yên tâm mua đi ạ,POSITIVE,5
dép mang rất êm chân,POSITIVE,5
chất lượng sản phẩm tốt đóng gói sản phẩm chắc chắn cửa hàng phục vụ rất tốt,POSITIVE,5
son lên màu đẹp,POSITIVE,5
giao nhanh,POSITIVE,4
chất liệu đẹp,POSITIVE,4
áo không giống hình lắm,NEGATIVE,1
sẽ mua lại,POSITIVE,5
giao màu đen,NEUTRAL,3
áo ổn rộng xíu thì ổn hơn,POSITIVE,4
chất,POSITIVE,5
lần này mua cả thùng rất đáng tiền ạ để lâu người không lo lắng,POSITIVE,5
hang nhin vay thoi chu luc giao hang thi không dung voi mo ta,NEGATIVE,1
đẹp giao nhanh rẻ 10đ,POSITIVE,5
áo giống hình rất vừa,POSITIVE,5
sao dây cuốn cán và cái chốt ở cán mới bóc nilon ra đã bung hết vậy bạn,NEGATIVE,2
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh,POSITIVE,5
mua tận cái cho bọn bạn mà chúng nó ưng lắm nói chung là tuyệt vời,POSITIVE,5
mua bỉm của cửa hàng lần và lần nào người ưng sẽ ủng hộ dài luôn,POSITIVE,5
chất lượng sản phẩm tạm được giá cả chấp nhận được bột không được min lam uống bi sạm,NEUTRAL,3
thơm,POSITIVE,4
không đáng tiền,NEGATIVE,1
mọi người yên tâm mua đồ ở cửa hàng nhé thời gian giao hàng người nhanh nữa,POSITIVE,4
không được full bóx chất lượng sản phẩm tốt thời gian giao hàng nhanh đóng gói sản phầm còn móp méo,NEGATIVE,2
